학교열쇠,학교명,학교급,시도,주소,등급,방법,위도,경도
7530511,해원학교,특수학교,경기,경기도 화성시 장안면 은골길30번길 43,O,OSM 같은이름(유일),37.0904764,126.8369914
7531010,향일고등학교,고등학교,경기,경기도 화성시 향남읍 행정중앙2로 28 향일고등학교,B,공식·이름일치(주소 다름),37.129286242,126.9178965945
7741046,호법초등학교,초등학교,경기,경기도 이천시 호법면 이섭대천로 537,B,공식·이름일치(주소 다름) · 주소변환과 0.5km,37.2245282676,127.4264713305
7531601,호연고등학교,고등학교,경기,경기도 화성시 동탄구 동탄대로1길 56,O,OSM 같은이름(유일),37.1616535,127.0992834
7530442,홀트학교,특수학교,경기,경기도 고양시 일산서구 탄현로 42,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.6966678,126.7715044
7531253,화성나래학교,특수학교,경기,경기도 화성시 동탄대로10길 11,O,OSM 같은이름(유일) · 주소변환과 0.3km,37.1761761,127.1066679
7679097,화성장안초등학교석포분교장,초등학교,경기,경기도 화성시 장안면 버들로 1201-9,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",37.079315,126.8096764
7531000,화요일아침예술학교,각종학교(고),경기,경기도 연천군 전곡읍 양원로268번길 106-125,X,못 찾음,,
7569051,화창초등학교,초등학교,경기,경기도 안양시 만안구 양화로 217,B,공식·이름일치(주소 다름),37.4121265288,126.9035094425
7602160,회암중학교,중학교,경기,경기도 양주시 옥정서로5길 27-19,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.8341669,127.0871849
local-92030aae0f08,회천4중(개교예정),중학교,경기,경기도 양주시 고덕로 15,G,주소변환(Nominatim),37.8020807,127.0749238
7602161,회천새봄초등학교,초등학교,경기,경기도 양주시 회천로 377,G,주소변환(Nominatim),37.8303846,127.0588512
7530541,희망학교,특수학교,경기,경기도 의정부시 진등로11번길 9-2,G,주소변환(Nominatim),37.7590396,127.0319762
7801212,강릉오성학교,특수학교,강원,강원특별자치도 강릉시 송정길 43,O,OSM 같은이름(유일) · 주소변환과 0.2km,37.7788511,128.9314318
7801098,강릉제일고등학교부설방송통신고등학교,방송통신고등학교,강원,강원도 강릉시 화부산로8번길 37,H,본교(강릉제일고등학교) 좌표,37.7601326156,128.8897642
7801213,강원명진학교,특수학교,강원,강원특별자치도 춘천시 충열로 60,G,주소변환(Nominatim),37.9172919,127.7404574
7801232,강원온라인학교,각종학교(고),강원,강원특별자치도 원주시 지정면 송정로 2-1,G,주소변환(Nominatim),37.3881416,127.8601598
7812112,남춘천중학교부설방송통신중학교,방송통신중학교,강원,강원도 춘천시 충혼길 51,H,본교(남춘천중학교) 좌표,37.860536112,127.7210883772
7882055,내면중학교,중학교,강원,강원특별자치도 홍천군 내면 구룡령로 5176,B,공식·이름일치(주소 다름) · 주소변환과 12.1km 어긋남(이전 여부 확인),37.7664659982,128.3877386038
7882028,노천초등학교,각종학교(초),강원,강원도 홍천군 영귀미면 공작산로 1220,G,주소변환(Nominatim),37.6724047,128.0222474
7801220,동해해솔학교,특수학교,강원,강원특별자치도 동해시 부곡5길 14,G,학교이름 검색(Nominatim),37.538078,129.1102335
7892020,둔내초등학교,초등학교,강원,강원특별자치도 횡성군 둔내면 둔내로 47,B,공식·이름일치(주소 다름) · 주소변환과 0.5km,37.513426778,128.2179228649
7801129,묵호고등학교부설방송통신고등학교,방송통신고등학교,강원,강원도 동해시 승지로 37,H,본교(묵호고등학교) 좌표,37.53776167,129.0957467188
7801219,봉대가온학교,특수학교,강원,강원특별자치도 원주시 봉대길 33,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.3319768,127.9938025
7801149,설악고등학교부설방송통신고등학교,방송통신고등학교,강원,강원도 속초시 청대로 219,H,본교(설악고등학교) 좌표,38.1852130608,128.573333823
7801214,속초청해학교,특수학교,강원,강원특별자치도 속초시 동해대로4511번길 32,O,OSM 같은이름(유일) · 주소변환과 0.5km,38.219314,128.5604902
7822111,신평초등학교,초등학교,강원,강원특별자치도 원주시 지정면,B,공식·이름일치(주소 다름) · 주소변환과 4.6km 어긋남(이전 여부 확인),37.3849121433,127.8923524
7952027,용하중학교,중학교,강원,강원특별자치도 양구군 국토정중앙면 정중앙로 658번길 ,B,공식·이름일치(주소 다름),38.111393899,128.0391744995
7801165,원주고등학교부설방송통신고등학교,방송통신고등학교,강원,강원도 원주시 치악로 1765,H,본교(원주고등학교) 좌표,37.3400783269,127.9558179917
7822152,원주중학교부설방송통신중학교,방송통신중학교,강원,강원도 원주시 치악로 1724,H,본교(원주중학교) 좌표,37.3375842385,127.9591067432
7801215,원주청원학교,특수학교,강원,강원특별자치도 원주시 원문로137번길 34,O,OSM 같은이름(유일) · 주소변환과 0.0km,37.3542118,127.9294953
7822141,육민관중학교,중학교,강원,강원특별자치도 원주시 흥업면 남원로 111,B,공식·이름일치(주소 다름) · 주소변환과 1.2km,37.3093635675,127.9184855026
7801216,춘천계성학교,특수학교,강원,강원특별자치도 춘천시 후만로24번길 45,O,OSM 같은이름(유일) · 주소변환과 0.4km,37.8712371,127.7517728
7801217,춘천동원학교,특수학교,강원,강원특별자치도 춘천시 신북읍 상천1길,O,OSM 같은이름(유일),37.9316633,127.7885222
7801189,춘천여자고등학교부설방송통신고등학교,방송통신고등학교,강원,강원도 춘천시 동면 만천양지길 95,H,본교(춘천여자고등학교) 좌표,37.8884898904,127.7635403168
7801218,태백라온학교,특수학교,강원,강원특별자치도 태백시 금천길 179,G,주소변환(Nominatim),37.1058779,129.0015692
7852027,태백중학교,중학교,강원,강원특별자치도 태백시 장성로 265,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,37.1038632744,129.0220119246
7801210,학력인정 한국YMCA원주고등학교,평생학교(고)-3년6학기,강원,강원도 원주시 서원대로 234,G,주소변환(Nominatim),37.3410523,127.9356903
7801211,학력인정 한국YMCA원주고등학교(야간),평생학교(고)-2년6학기,강원,강원도 원주시 서원대로 234,G,주소변환(Nominatim),37.3410523,127.9356903
7822153,학력인정 한국YMCA원주중학교(야간),평생학교(중)-2년6학기,강원,강원도 원주시 서원대로 234,G,주소변환(Nominatim),37.3410523,127.9356903
7882066,해밀학교,각종학교(중),강원,강원특별자치도 홍천군 남면 남노일로 720-8,G,주소변환(Nominatim),37.6494881,127.7720302
local-89736afea6dd,(가칭)오송2고등학교,고등학교,충북,충청북도 청주시 흥덕구 오송읍 오송생명12로 102-24,G,주소변환(Nominatim),36.6232609,127.3169497
local-89ef13b2867f,(가칭)지북초등학교,초등학교,충북,충청북도 청주시 상당구 남일면 단재로 466-9,G,주소변환(Nominatim),36.6069038,127.5005579
local-2508aff6d8a2,(가칭)혁신중학교,중학교,충북,충청북도 진천군 덕산읍 여안로 8,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.9102997,127.5310845
local-f9b128c569f8,(가칭)혁신초등학교,초등학교,충북,충청북도 진천군 덕산읍 여안로 8,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.9102997,127.5310845
8000279,글로벌선진학교,각종학교(고),충북,충청북도 음성군 원남면 원중로 406-9,G,주소변환(Nominatim),36.8758739,127.6487276
8000197,꽃동네학교,특수학교,충북,충청북도 음성군 맹동면 원중로1119번길 42,X,못 찾음,,
8011343,다다예술학교,각종학교(중),충북,충청북도 청주시 상당구 낭성면 단재로 1794,G,학교이름 검색(Nominatim),36.5920723,127.611302
8000552,다다예술학교(고),각종학교(고),충북,충청북도 청주시 상당구 낭성면 단재로 1794,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.5881448,127.6060984
8000550,단재고등학교,각종학교(고),충북,충청북도 청주시 상당구 가덕면 계산은행로 12,G,주소변환(Nominatim),36.5625673,127.5595315
8000532,목도나루학교,각종학교(고),충북,충청북도 괴산군 불정면 한불로청덕1길 50-15,X,못 찾음,,
8051006,보은여자중학교,중학교,충북,충청북도 보은군 보은읍 보은로,B,공식·이름일치(주소 다름) · 주소변환과 0.6km,36.4947201267,127.7161032825
8000155,숭덕학교,특수학교,충북,충청북도 충주시 충원대로 490,G,주소변환 — OSM 같은이름은 7.5km 떨어져 버림,37.0374049,127.9272573
8000520,은여울고등학교,각종학교(고),충북,충청북도 진천군 문백면 농다리로 536-43,G,주소변환(Nominatim),36.7826115,127.4564775
8081050,은여울중학교,각종학교(중),충북,충청북도 진천군 문백면 농다리로 536-45,G,주소변환(Nominatim),36.7826115,127.4564775
8000533,이은학교,특수학교,충북,충청북도 청주시 청원구 1순환로 62,G,주소변환(Nominatim),36.661804,127.5082412
8061024,증약초등학교대정분교장,초등학교,충북,충청북도 옥천군 군북면 방아실길 3-2,O,OSM 같은이름(유일),36.3893935,127.5385666
8000385,청암학교,특수학교,충북,충청북도 제천시 의병대로45길 58,X,못 찾음,,
8000157,청주맹학교,특수학교,충북,충청북도 청주시 상당구 영운로 122-1,O,OSM 같은이름(유일) · 주소변환과 0.5km,36.6261898,127.4964825
8000158,청주성신학교,특수학교,충북,충청북도 청주시 흥덕구 서부로 837-42,O,OSM 같은이름(유일) · 주소변환과 1.7km,36.5980513,127.3989287
8000159,청주혜원학교,특수학교,충북,충청북도 청주시 상당구 중고개로248번길 25,O,OSM 같은이름(유일) · 주소변환과 0.1km,36.6264308,127.5112243
8000160,청주혜화학교,특수학교,충북,충청북도 청주시 서원구 남이면 구암길 52-7,O,OSM 같은이름(유일),36.5920664,127.4099763
8000161,충주성모학교,특수학교,충북,충청북도 충주시 방아길 48-9,G,주소변환(Nominatim),36.9478807,127.9376425
8000164,충주성심학교,특수학교,충북,충청북도 충주시 봉현로 261,G,주소변환(Nominatim),36.9772316,127.9170075
8000378,충주혜성학교,특수학교,충북,충청북도 충주시 노은면 감노로 1057,G,주소변환(Nominatim),37.0452815,127.7608304
8092016,칠성중학교,중학교,충북,충청북도 괴산군 칠성면 사평길 28,B,공식·이름일치(주소 다름),36.78567499,127.8623911
8092037,칠성초등학교,초등학교,충북,충청북도 괴산군 칠성면 사평길 28,B,공식·이름일치(주소 다름),36.78564178,127.8623577
8000215,학력인정 예일미용고등학교,평생학교(고)-2년6학기,충북,충청북도 청주시 상당구 교동로3번길 103,G,주소변환(Nominatim),36.6382535,127.4906939
7003851,한국교원대학교부설고등학교,고등학교,충북,충청북도 청주시 흥덕구 강내면 태성탑연로,B,공식·이름일치(주소 다름) · 주소변환과 0.8km,36.6056651998,127.3573246773
8000375,한국폴리텍다솜고등학교,각종학교(고),충북,충청북도 제천시 원강저로 94,O,OSM 같은이름(유일) · 주소변환과 0.6km,37.1118777,128.2194222
8140174,공주정명학교,특수학교,충남,충청남도 공주시 장척로 116-14,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.4852608,127.1789673
C036093,국립공주대학교사범대학부설특수학교,특수학교,충남,충청남도 공주시 우금티로 753,G,주소변환(Nominatim),36.451684,127.1338515
8140343,금산하이텍고등학교,고등학교,충남,충청남도 금산군 진산면 대둔산로,B,공식·이름일치(주소 다름) · 주소변환과 0.8km,36.1423491877,127.3738609293
8140199,나사렛새꿈학교,특수학교,충남,충청남도 천안시 서북구 월봉로 48,G,주소변환(Nominatim),36.7965657,127.119535
8222008,논산여자중학교,중학교,충남,충청남도 논산시 중앙로 347,B,공식·이름일치(주소 다름) · 주소변환과 1.3km,36.1951858954,127.0916518664
8140464,당진꿈나래학교,특수학교,충남,충청남도 당진시 합덕읍 면천로 1590,G,주소변환(Nominatim),36.812626,126.7653363
8261081,대동초등학교,초등학교,충남,,X,못 찾음,,
8181025,동방초등학교,초등학교,충남,충청남도 아산시 배방읍 휴대안길 10,O,OSM 이름 변형(지역명·분교장 표기 차이),36.7793123,127.1142754
8140503,드림중고등학교,각종학교(고),충남,충청남도 천안시 동남구 충절로 535-31,G,주소변환(Nominatim),36.777287,127.1802353
local-55b37fb44d19,드림중고등학교(중),각종학교(중),충남,충청남도 천안시 동남구 충절로 459,G,주소변환(Nominatim),36.76961,127.277888
8140176,보령정심학교,특수학교,충남,충청남도 보령시 주교면 보령북로 404,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.3565273,126.5876343
8241005,서면중학교,중학교,충남,충청남도 서천군 서면 서인로777번길,B,공식·이름일치(주소 다름),36.1534886186,126.5497377338
8140198,서산성봉학교,특수학교,충남,충청남도 서산시 성연면 명천1길 181-16,G,학교이름 검색(Nominatim),36.8339299,126.5002725
8291031,서정초등학교,초등학교,충남,충청남도 당진시 신평면 거산3거리길 ,B,공식·이름일치(주소 다름) · 주소변환과 0.3km,36.88036049,126.7553747
8181112,석곡초등학교,초등학교,충남,,X,못 찾음,,
8140266,설화고등학교,고등학교,충남,충청남도 아산시 배방읍 용연로 ,B,공식·이름일치(주소 다름),36.7880329335,127.0922408714
8140388,성광온누리학교,특수학교,충남,충청남도 논산시 성동면 병촌길 89,O,OSM 같은이름(유일),36.192358,127.012113
8291034,송산초등학교,초등학교,충남,,B,공식·이름일치(주소 다름),36.93193222,126.6791646
8151056,신계초등학교,초등학교,충남,충청남도 천안시 동남구 목천읍 천정1길 243,B,공식·이름일치(주소 다름),36.76851662,127.2021965343
8181033,신광초등학교,초등학교,충남,충청남도 아산시 서부북로 933-10,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,36.78920487,126.969444
8261079,신리초등학교,초등학교,충남,충청남도 홍성군 홍북읍 의향로 133,B,공식·이름일치(주소 다름) · 주소변환과 34.4km 어긋남(이전 여부 확인),36.7866289187,127.0238741087
8181174,아산갈산중학교,중학교,충남,충청남도 아산시 탕정면 이순신대로 512,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,36.79541831,127.0597607568
8140257,아산성심학교,특수학교,충남,충청남도 아산시 선장면 아산만로 368,O,OSM 같은이름(유일) · 주소변환과 1.7km,36.7762888,126.8632468
8181186,아산윤슬중학교,중학교,충남,충청남도 아산시 탕정면 매곡천길 143,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.7867254,127.0737107
8181185,아산윤슬초등학교,초등학교,충남,충청남도 아산시 탕정면 선문로254번길 98,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.8113597,127.0961904
8140512,아산한여울학교,특수학교,충남,충청남도 아산시 배방읍 휴대안길 81-3,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.7771776,127.116099
8140361,여해학교,각종학교(중),충남,충청남도 아산시 염치읍 현충사길 93,G,학교이름 검색(Nominatim),36.806851,127.0258046
8222010,연무중학교,중학교,충남,충청남도 논산시 연무읍 연무로 160,B,공식·이름일치(주소 다름) · 주소변환과 0.7km,36.1312663963,127.0937494842
8140465,예산꿈빛학교,특수학교,충남,충청남도 예산군 봉산면 하평1길 38,O,OSM 같은이름(유일),36.7170578,126.6834261
8181113,월천초등학교,초등학교,충남,,X,못 찾음,,
8181183,이순신초등학교,초등학교,충남,충청남도 아산시 배방읍 동방로 130,B,공식·이름일치(주소 다름),36.7816471206,127.0994876053
8181013,인주중학교,중학교,충남,충청남도 아산시 인주면 영인산로 ,B,공식·이름일치(주소 다름) · 주소변환과 1.0km,36.867281922,126.8933977281
8261083,주촌중학교,중학교,충남,,X,못 찾음,,
8261080,주촌초등학교,초등학교,충남,,X,못 찾음,,
8140458,천안늘해랑학교,특수학교,충남,충청남도 천안시 동남구 병천면 유관순길 86,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.7501787,127.3145919
8140175,천안인애학교,특수학교,충남,충청남도 천안시 서북구 성거읍 봉주로 229,G,주소변환(Nominatim),36.8782202,127.1629385
8151084,천안중앙초등학교,초등학교,충남,충청남도 천안시 동남구 영성로 73,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.8051167,127.149113
8140457,충남다사랑학교,각종학교(고),충남,충청남도 아산시 둔포면 아산밸리동로 247,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.916471,127.0671306
8140497,충남온라인학교,각종학교(고),충남,충청남도 예산군 봉산면 하평1길 44,X,못 찾음,,
8140169,풀무농업고등기술학교,고등기술학교,충남,충청남도 홍성군 홍동면 광금남로699번길 22-33,O,OSM 같은이름(유일),36.5643644,126.6889594
8140509,한국미래문화고등학교,고등학교,충남,충청남도 서천군 서천읍 화금서길 55,G,주소변환(Nominatim),36.0799733,126.7007246
8140163,홍성고등학교부설방송통신고등학교,방송통신고등학교,충남,충청남도 홍성군 홍북면 홍학로 49,H,본교(홍성고등학교) 좌표,36.65004305,126.6726490532
8261041,홍주초등학교,초등학교,충남,충청남도 홍성군 홍북읍 신대로 63,B,공식·이름일치(주소 다름) · 주소변환과 1.4km,36.65195297,126.6765242
8342079,군산내흥초등학교,초등학교,전북,전북특별자치도 군산시 패총로 38,B,공식·이름일치(주소 다름) · 주소변환과 0.3km,35.9946714706,126.7558460438
8321226,군산명화학교,특수학교,전북,전북특별자치도 군산시 상나운1길 37,O,OSM 같은이름(유일) · 주소변환과 0.2km,35.9657844,126.6905302
8321125,남성고등학교,고등학교,전북,전북특별자치도 익산시 동서로35길 41-4,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,35.956359436,126.9659967138
8321224,다솜학교,특수학교,전북,전북특별자치도 정읍시 정읍남로 1146,G,주소변환(Nominatim),35.5577709,126.843801
8341089,대야초등학교광산분교장,초등학교,전북,전라북도 군산시 대야면 번영로 1421,G,주소변환(Nominatim),35.9346623,126.8687426
8321274,덕유샘학교,특수학교,전북,전북특별자치도 장수군 계북면 장무로 1326,G,주소변환(Nominatim),35.7931691,127.6207239
8321227,동암차돌학교,특수학교,전북,전북특별자치도 전주시 완산구 천잠로 275,G,주소변환(Nominatim),35.8288051,127.0962021
8372049,사매초등학교,초등학교,전북,전북특별자치도 남원시 사매면 오신2길 7번지,B,공식·이름일치(주소 다름),35.4995326331,127.3604016211
8321228,전북맹아학교,특수학교,전북,전북특별자치도 익산시 서동로46길 41,X,못 찾음,,
8321232,전북온라인학교,각종학교(고),전북,전북특별자치도 김제시 남북2길 25-1,G,주소변환(Nominatim),35.7915275,126.8972058
8321230,전북푸른학교,특수학교,전북,전북특별자치도 완주군 고산면 대아저수로 157-11,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.9659761,127.2844753
8321229,전북혜화학교,특수학교,전북,전북특별자치도 익산시 덕기길 77,X,못 찾음,,
8321222,전주선화학교,특수학교,전북,전북특별자치도 전주시 완산구 효자로 39,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.8202598,127.0901499
8332175,전주완산서초등학교,초등학교,전북,전북특별자치도 전주시 완산구 안행로 129,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,35.8067646025,127.1336242279
8321221,전주유화학교,특수학교,전북,전북특별자치도 전주시 덕진구 모래내6길 26-16,G,주소변환(Nominatim),35.8344201,127.1454164
8321223,전주은화학교,특수학교,전북,전북특별자치도 전주시 완산구 효자로 28-20,O,OSM 이름 변형(지역명·분교장 표기 차이) · 주소변환과 0.4km,35.8191827,127.0864654
8332238,진북고등공민학교,고등공민학교,전북,전북특별자치도교육청전주시 덕진구 숲정이3길 35,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.8301163,127.1321264
8321241,학력인정군산평화고등학교,평생학교(고)-2년6학기,전북,전북특별자치도 군산시 오룡로 9,G,주소변환(Nominatim),35.9782474,126.7100688
8342150,학력인정군산평화중학교,평생학교(중)-2년6학기,전북,전북특별자치도 군산시 오룡로 9,G,주소변환(Nominatim),35.9782474,126.7100688
8321243,학력인정남일고등학교,평생학교(고)-2년6학기,전북,전북특별자치도 정읍시 백산감산로 706,X,못 찾음,,
8362100,학력인정남일중학교,평생학교(중)-2년6학기,전북,전북특별자치도 정읍시 감곡면 백산감산로 706,X,못 찾음,,
8362099,학력인정남일초등학교,평생학교(초)-4년12학기,전북,전북특별자치도 정읍시 감곡면 백산감산로 706,X,못 찾음,,
8321217,학력인정인화고등학교,평생학교(고)-2년6학기,전북,전북특별자치도 임실군 오수면 오산2길 19,X,못 찾음,,
8432045,학력인정인화중학교,평생학교(중)-2년6학기,전북,전북특별자치도 임실군 오수면 오산2길 19,X,못 찾음,,
8432035,학력인정인화초등학교,평생학교(초)-4년12학기,전북,전북특별자치도 임실군 오수면 오산2길 19,X,못 찾음,,
8321242,학력인정전북특별자치도립여성고등학교,평생학교(고)-3년6학기,전북,전북특별자치도 전주시 덕진구 송천중앙로 70,G,주소변환(Nominatim),35.8505663,127.1197684
8332241,학력인정전북특별자치도립여성중학교,평생학교(중)-3년6학기,전북,전북특별자치도 전주시 덕진구 송천중앙로 70,G,주소변환(Nominatim),35.8505663,127.1197684
8321225,한울학교,특수학교,전북,전북특별자치도 남원시 이백면 이백로 315,O,OSM 같은이름(유일) · 주소변환과 2.1km,35.4254018,127.4416667
8512033,경호초등학교,초등학교,전남,전남광주통합특별시 여수시 대경도3길 48,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,34.7169713512,127.7279316181
8552010,광양다압중학교,중학교,전남,전남광주통합특별시 광양시 다압면 섬진강매화로 ,B,공식·이름일치(주소 다름) · 주소변환과 3.7km 어긋남(이전 여부 확인),35.0905422522,127.7033166809
7140318,광양햇살학교,특수학교,전남,전남광주통합특별시 광양시 옥룡면 옥동길 14,X,못 찾음,,
8702013,금일중학교생일분교장,중학교,전남,전남광주통합특별시 완도군 생일면 생일로 613번길,B,공식·이름일치(주소 다름),34.33520257,126.9948871
7140317,나주이화학교,특수학교,전남,전남광주통합특별시 나주시 산포면 세남로 1354,O,OSM 같은이름(유일),35.0108899,126.8235341
8702035,노화중앙초등학교,초등학교,전남,전남광주통합특별시 완도군 노화읍 이목25번길 49-13,X,못 찾음,,
8592021,녹동초등학교시산분교장,초등학교,전남,전남광주통합특별시 고흥군 도양읍 시산석금길 30,X,못 찾음,,
7140258,덕수학교,특수학교,전남,전남광주통합특별시 강진군 성전면 예향로 181-13,O,OSM 같은이름(유일) · 주소변환과 1.7km,34.7075503,126.707265
8512141,돌산초등학교월호분교장,초등학교,전남,전남광주통합특별시 여수시 화정면 월호큰길 54,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",34.5759132,127.7222676
8502027,목포유달초등학교달리분교장,초등학교,전남,전남광주통합특별시 목포시 달리길157번길 35,G,주소변환(Nominatim),34.7763379,126.3180089
7140257,목포인성학교,특수학교,전남,전남광주통합특별시 목포시 영산로692번길 12-7,O,OSM 같은이름(유일),34.8276346,126.4248074
7140275,목포제일정보고등학교,평생학교(고)-3년6학기,전남,전남광주통합특별시 목포시 산정로 104,G,주소변환(Nominatim),34.8098167,126.3882653
7140156,목포제일정보중학교,평생학교(중)-3년6학기,전남,전남광주통합특별시 목포시 산정로 104,G,주소변환(Nominatim),34.8098167,126.3882653
8502008,목포청호중학교,중학교,전남,전남광주통합특별시 목포시 연산백련로31번길 ,B,공식·이름일치(주소 다름),34.8173657219,126.3899932107
8662058,무안희망중학교,중학교,전남,전남광주통합특별시 무안군 일로읍 오룡중앙남로 63,B,공식·이름일치(주소 다름),34.79488938,126.4830001
7140259,소림학교,특수학교,전남,전남광주통합특별시 영암군 삼호읍 저두길 65-7,O,OSM 같은이름(유일),34.7385088,126.460285
7140310,솔가람고등학교,각종학교(고),전남,전남광주통합특별시 담양군 봉산면 송강정로 170,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.2530385,126.9336388
7140256,순천선혜학교,특수학교,전남,전남광주통합특별시 순천시 비봉길 100,O,OSM 같은이름(유일),34.9649584,127.5192033
8692021,약수초등학교,초등학교,전남,전남광주통합특별시 장성군 북하면 백양로,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,35.40826513,126.8814243
8642022,어란진초등학교어불분교장,초등학교,전남,전남광주통합특별시 해남군 송지면 어불길 50-7,O,OSM 같은이름(유일),34.3376866,126.4723275
7140255,여수여명학교,특수학교,전남,전남광주통합특별시 여수시 소라면 화양로 1965,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",34.6737494,127.622762
8652010,영암서호중학교,중학교,전남,전남광주통합특별시 영암군 서호면 서호로 332,B,공식·이름일치(주소 다름) · 주소변환과 0.5km,34.75622826,126.5845393
8712017,오산초등학교금호도분교장,초등학교,전남,전남광주통합특별시 진도군 고군면 금호도길 47,X,못 찾음,,
8512127,웅천초등학교,초등학교,전남,전남광주통합특별시 여수시 ,B,공식·이름일치(주소 다름) · 주소변환과 1.4km,34.7499559644,127.6743149475
7140313,월광기독학교,각종학교(고),전남,전남광주통합특별시 함평군 대동면 함장로 1750-37,G,주소변환(Nominatim),35.0604957,126.54397
local-a6d8cd1c7815,월광기독학교(중),각종학교(중),전남,전라남도 함평군 대동면 함장로 1750-37,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.0704084,126.5477341
8512055,율촌초등학교상봉분교장,초등학교,전남,전남광주통합특별시 여수시 율촌면 상봉1길 7,O,OSM 이름 변형(지역명·분교장 표기 차이),34.8225818,127.5552029
7140260,은광학교,특수학교,전남,전남광주통합특별시 영암군 삼호읍 신호정길 43-17,X,못 찾음,,
8552082,이음학교,각종학교(중),전남,전남광주통합특별시 광양시 광양읍 제철로 59,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",34.9491233,127.6083001
8622008,장흥안양중학교,중학교,전남,전남광주통합특별시 장흥군 안양면 운정2길,B,공식·이름일치(주소 다름),34.65304098,126.973885
8622006,장흥용산중학교,중학교,전남,전남광주통합특별시 장흥군 용산면 장흥대로 2445,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,34.61668729,126.9139463
8622005,장흥장평중학교,중학교,전남,전남광주통합특별시 장흥군 장평면 장평중앙길,B,공식·이름일치(주소 다름),34.77411141,126.9734838
7140315,전남미래국제고등학교,각종학교(고),전남,전남광주통합특별시 강진군 강진읍 금릉2길 24,X,못 찾음,,
7140312,전남미래자동차고등학교,고등학교,전남,전남광주통합특별시 장흥군 장흥읍 행원강변길,B,공식·이름일치(주소 다름) · 주소변환과 0.7km,34.68789365,126.9009493
8712024,조도초등학교관사분교장,초등학교,전남,전남광주통합특별시 진도군 조도면 관사도길 12,O,OSM 같은이름(유일) · 주소변환과 0.0km,34.3093411,125.9756804
8712025,조도초등학교대마분교장,초등학교,전남,전남광주통합특별시 진도군 조도면 대마도길 26,O,OSM 같은이름(유일) · 주소변환과 0.0km,34.271299,125.9941142
8602026,조성초등학교,초등학교,전남,전남광주통합특별시 보성군 조성면 조성2길 4-7 ,B,공식·이름일치(주소 다름),34.8102265401,127.2486623515
8722017,증도초등학교소악분교장,초등학교,전남,전남광주통합특별시 신안군 증도면 소악길 87,O,OSM 이름 변형(지역명·분교장 표기 차이),34.9235836,126.1959899
8702030,청산초등학교,초등학교,전남,전남광주통합특별시 완도군 청산면 청산로 1579-74,B,공식·이름일치(주소 다름) · 주소변환과 0.5km,34.1829054025,126.8599051662
8702031,청산초등학교모도분교장,초등학교,전남,전남광주통합특별시 완도군 청산면 대모도12번길 20-1,B,공식·이름일치(주소 다름),34.2007406685,126.7536425374
7140274,학력인정목포제일정보고등학교,평생학교(고)-2년6학기,전남,전남광주통합특별시 목포시 산정로 104,G,주소변환(Nominatim),34.8098167,126.3882653
7140155,학력인정목포제일정보중학교,평생학교(중)-2년6학기,전남,전남광주통합특별시 목포시 산정로 104,G,주소변환(Nominatim),34.8098167,126.3882653
7140302,학력인정홍지고등학교,평생학교(고)-2년6학기,전남,전남광주통합특별시 보성군 벌교읍 녹색로 5071,G,주소변환(Nominatim),34.8367646,127.3310457
7140157,학력인정홍지중학교,평생학교(중)-2년6학기,전남,전남광주통합특별시 보성군 벌교읍 녹색로 5071,G,주소변환(Nominatim),34.8367646,127.3310457
7140261,함평영화학교,특수학교,전남,전남광주통합특별시 함평군 함평읍 한나리길 10-25,X,못 찾음,,
