시도,수요기관,계약명,계약일,금액,업체명,구분,태그
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 전학기 AIDT 디지털 교과서 이용 계약(천재교과서),2025-06-27,115440000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 1학기 AIDT 디지털 교과서 이용 계약(천재교과서),2025-06-27,48100750,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 연단위용 AI디지털교과서(AIDT) 사용 서비스 용역(미래엔),2025-03-01,51375000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 중학교 AI 디지털교과서 서비스 공급 용역 계약,2025-06-26,5640000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 연단위용 AI디지털교과서(AIDT) 사용 서비스 용역(아이스크림미디어),2025-03-01,4560000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 1학기용 AI디지털교과서(AIDT) 사용 서비스 용역v,2025-03-01,16840000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도포천교육지원청,2025학년도 디지털교과서(AIDT) 사용 용역(비상교육_1학기),2025-03-01,10995750,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도포천교육지원청,2025학년도 디지털교과서(AIDT) 사용 용역(비상교육_학년단위),2025-03-01,42035000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(동아출판)(1년),2025-06-27,132937500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 1학기용 AI디지털교과서(AIDT) 사용 서비스 용역(비상교육),2025-03-01,52201250,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도의정부교육지원청,2025학년도 1학기 AIDT(디지털교과서) 사용 계약(천재교과서_학년단위),2025-06-27,139590000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(금성출판사)(1학기),2025-06-27,17350000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(천재교육)(1년),2025-06-27,11025000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(지학사)(1학기),2025-06-27,16168000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(지학사)(1년),2025-06-27,12960000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(교학사)(1년),2025-06-27,14160000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도의정부교육지원청,2025학년도 1학기 AIDT(디지털교과서) 사용 계약(천재교과서_학기단위),2025-06-27,212747000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도의정부교육지원청,2025학년도 1학기 AIDT(디지털교과서) 사용 계약(와이비엠_학년단위),2025-06-27,90442500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-30,13560000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,20150000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,54995000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-30,40320000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-30,5520000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,1575000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,13620000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,96270000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,91615750,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,39798000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 초등학교 AI 디지털교과서 서비스 공급 용역 계약,2025-06-26,85132500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 1학기 초등학교 AI 디지털교과서 서비스 공급 용역 (천재교과서),2025-06-26,84074500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 중학교 AI 디지털교과서 공급 용역 계약,2025-06-26,72922500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,(강서양천) 2025학년도 초등학교 AI 디지털교과서 서비스 공급 용역,2025-06-26,10395000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-06-26,120872520,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[동아출판(주)],2025-03-01,172290000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)천재교육],2025-03-01,35280000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)엔이능률],2025-03-01,58282000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)미래엔],2025-03-01,50245000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 1학기 AIDT(AI 디지털교과서) 용역 계약(엔이능률),2025-03-01,8190000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도용인교육지원청,2025학년도 AIDT(AI 디지털교과서) 계약(학기용),2025-06-30,24528000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 중1 수학 12개월 AIDT 사용 계약 (교학사),2025-06-30,3660000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 중1 영어 12개월 AIDT 사용계약 (동아출판),2025-06-30,7965000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 중학교 정보 12개월 AIDT 사용계약,2025-06-30,20605000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 고등학교 공통영어 6개월 AIDT 사용계약 (미래엔),2025-06-30,14920000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,"이천교육지원청 2025학년도 중학교(수학1, 정보) 12개월 AIDT 사용계약(비상교육)",2025-06-30,23270000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,"이천교육지원청 2025학년도 고등학교(공통수학1, 공통영어1) 6개월 AIDT 사용계약",2025-06-30,42859000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초등학교(영어) 12개월 AIDT 사용계약(아이스크림미디어),2025-06-30,64980000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 고등학교 공통영어 6개월 AIDT 사용계약(NE능률),2025-06-30,28266000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 중학교 영어 12개월 AIDT 사용계약(NE능률),2025-06-30,840000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초·고등학교 6개월 AIDT 사용계약 (천재교과서),2025-06-30,127810250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초·중학교 12개월 AIDT 사용계약(천재교과서),2025-06-30,81375000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초등학교 영어 12개월 AIDT 사용계약(YBM),2025-06-30,4462500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초등학교 수학 6개월 AIDT 사용계약 (YBM),2025-06-30,11826000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 AIDT(AI 디지털교과서) 용역 계약(동아출판),2025-03-01,65880000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도군포의왕교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(동아출판(주)_학년단위),2025-06-26,55755000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-06-30,10560000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-06-30,48155000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-06-30,68682500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 1학기 강남서초교육지원청 초등학교 AIDT계약,2025-06-30,20513000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초등학교 AIDT 계약,2025-06-30,101171250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-06-30,9240000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-06-30,136474000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-06-30,228705000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-06-30,80970000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도여주교육지원청,2025학년도 중·고등학교 AI 디지털교과서 구독 용역[엔이능률_1년],2025-06-26,1140000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도여주교육지원청,2025학년도 중·고등학교 AI 디지털교과서 구독 용역[엔이능률_1학기],2025-06-26,3444000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도여주교육지원청,2025학년도 중·고등학교 AI 디지털교과서 구독 용역[비상교육_1년],2025-06-26,8850000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(금성출판사)(1학기),2025-06-27,17350000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(천재교육)(1년),2025-06-27,11025000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도여주교육지원청,2025학년도 중·고등학교 AI 디지털교과서 구독 용역[비상교육_1학기],2025-06-26,3127500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(지학사)(1학기),2025-06-27,16168000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(지학사)(1년),2025-06-27,12960000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(교학사)(1년),2025-06-27,14160000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 1학기 AIDT(AI 디지털교과서) 용역 계약(미래엔),2025-03-01,7480000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[주식회사 와이비엠_1학기],2025-03-01,69729250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도고양교육지원청,[동아출판(주)]2025학년도 1학기 AI 디지털교과서(AIDT) 사용 계약,2025-06-30,7280000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-06-30,80970000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 AIDT 연간단위 도서 사용 계약(교학사),2025-03-01,1320000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
부산,부산광역시교육청,2025학년도 1학기 고등학교 와이비엠 학기단위 AI디지털교과서 이용 용역,2025-06-30,32282250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 AIDT 연간단위 도서 사용 계약(동아출판),2025-03-01,37545000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
부산,부산광역시교육청,2025학년도 1학기 고등학교 금성출판사 연단위 AI디지털교과서 이용 용역,2025-06-30,33300000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 1학기 AIDT 학기단위 도서 사용 계약(엔이능률),2025-03-01,21616000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 1학기 AIDT 학기단위 도서 사용 계약(금성출판사),2025-03-01,14300000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[주식회사 와이비엠_1년],2025-03-01,147990000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)천재교과서_1학기],2025-03-01,423850250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)천재교과서_1년],2025-03-01,605355000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도광주하남교육지원청,2025학년도 연단위용AI디지털교과서(AIDT)사용 서비스 용역(동아출판),2025-03-01,165075000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초·고등학교 6개월 AIDT 사용계약 (천재교과서),2025-06-30,127810250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
부산,부산광역시교육청,2025학년도 1학기 고등학교 천재교과서 연단위 AI디지털교과서 이용 용역,2025-06-30,172057250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-27,105412500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 중학교 AI 디지털교과서 서비스 공급 용역계약(미래엔),2025-06-27,17810000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초·중학교 12개월 AIDT 사용계약(천재교과서),2025-06-30,81375000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도이천교육지원청,이천교육지원청 2025학년도 초등학교(영어) 12개월 AIDT 사용계약(아이스크림미디어),2025-06-30,64980000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
부산,부산광역시교육청,2025학년도 1학기 고등학교 비상교육 학기단위 AI디지털교과서 이용 용역,2025-03-01,115688600,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 중학교 AI 디지털교과서 서비스 공급 용역계약(미래엔),2025-06-27,17810000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)비상교육_1학기],2025-03-01,98261250,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 중학교 AI 디지털교과서 서비스 공급 용역계약(비상교육),2025-06-27,83017500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도수원교육지원청,2025학년도 AI 디지털교과서(AIDT) 사용 서비스 용역[(주)비상교육_1년],2025-03-01,239605000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 초등 AI 디지털교과서 서비스 공급  학기단위 용역계약(천재교과서),2025-06-27,118826500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 초.중학교 AI 디지털교과서 서비스 공급 연단위 용역계약(천재교과서),2025-06-27,87997500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 초.중학교 AI 디지털교과서 서비스 공급 용역계약(동아출판),2025-06-27,56617500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 AIDT 연간단위 도서 사용 계약(미래엔),2025-03-01,28925000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
부산,부산광역시교육청,2025학년도 1학기 고등학교 천재교과서 학기단위 AI디지털교과서 이용 용역,2025-06-30,172057250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 초등 AI 디지털교과서 서비스 공급 용역계약(아이스크림미디어),2025-06-27,6900000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(천재교육)(1년),2025-06-27,11025000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도양평교육지원청,2025학년도 1학기 AIDT(AI 디지털교과서) 사용 계약((주)천재교과서_학기),2025-06-26,58970500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
부산,부산광역시교육청,2025학년도 1학기 고등학교 엔이능률 학기단위 AI디지털교과서 이용 용역,2025-06-30,75122000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-26,325350000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도동두천양주교육지원청,2025학년도 AIDT(AI 디지털교과서) 사용계약(와이비엠),2025-06-27,120746250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 AIDT 연간단위 도서 사용 계약(동아출판),2025-03-01,37545000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-26,155562500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(지학사)(1학기),2025-06-27,16168000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(지학사)(1년),2025-06-27,12960000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도성남교육지원청,2025학년도 1학기 AI디지털교과서(AIDT) 사용(용역)계약,2025-06-26,396329000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(천재교과서)(1학기),2025-03-01,342279500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(천재교과서)(1년),2025-03-01,391740000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(교학사),2025-06-30,7260000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(미래엔),2025-06-30,7865000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(비상교육),2025-06-30,7817500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(엔이능률),2025-06-30,4636000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(천재교과서_1년),2025-06-30,11160000,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(천재교과서_1학기),2025-06-30,30848750,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(와이비엠),2025-06-30,3251250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(아이스크림미디어),2025-06-30,7920000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도가평교육지원청,2025학년도 1학기 AI 디지털교과서(AIDT) 사용 용역(동아출판),2025-06-30,14010000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 1학기 AIDT(AI 디지털교과서) 용역 계약(비상교육),2025-03-01,53706750,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-06-26,47653060,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도의정부교육지원청,2025학년도 1학기 AIDT(디지털교과서) 사용 계약(비상교육),2025-06-27,130345000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 AIDT 연간단위 도서 사용 계약(교학사),2025-03-01,1320000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 AIDT 연간단위 도서 사용 계약(미래엔),2025-03-01,28925000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 1학기 AIDT 학기단위 도서 사용 계약(엔이능률),2025-03-01,21616000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
경기,경기도교육청 경기도파주교육지원청,2025학년도 1학기 AIDT 학기단위 도서 사용 계약(금성출판사),2025-03-01,14300000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 AIDT(AI 디지털교과서) 용역 계약(와이비엠),2025-03-01,80006250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성북강북교육지원청,"성북강북 2025년 AIDT(AI디지털교과서, 동아출판) 이용 용역 계약",2025-06-27,23017500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 1학기 강남서초교육지원청 초등학교 AIDT계약,2025-06-30,20513000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초등학교 AIDT 계약,2025-06-30,101171250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025학년도 AI 디지털교과서 공급 용역(금성출판사)(1학기),2025-06-27,17350000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 초·중학교 AI 디지털 교과서 사용 용역(동아출판),2025-06-27,37657500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시남부교육지원청,2025학년도 중학교 AI 디지털 교과서 사용 용역(미래엔),2025-06-27,15860000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
