공고번호,공고명,기관명,공고일,마감일,계약구분,거래구분,키워드,조회창
202405319467423,2024학년도 익산가온초 디지털선도학교 에듀테크 프로그램 구입,익산가온초등학교,2024-05-31,2024-05-31 16:20,1인수의,물품,에듀테크,20240326~20240623
202405309464891,AI 에듀테크 미리캔버스 소프트웨어 라이선스 구입,의령여자고등학교,2024-05-30,2024-05-31 16:40,1인수의,물품,에듀테크,20240326~20240623
202405309463803,AI 에듀테크 미리캔버스 소프트웨어 라이선스 임대,의령여자고등학교,2024-05-30,2024-05-31 16:00,1인수의,용역,에듀테크,20240326~20240623
202405299460835,에듀테크 및 교육용 컨텐츠 구입 견적 요청,안정초등학교,2024-05-29,2024-05-31 09:00,1인수의,물품,에듀테크,20240326~20240623
202405299459852,도계전산정보고등학교 디지털 기반 교육혁신 코풀 에듀테크 사용 용역,도계전산정보고등학교,2024-05-29,2024-05-30 09:00,1인수의,용역,에듀테크,20240326~20240623
202405289457723,2024. 에듀테크 활용 수업혁신학교 운영 리로스쿨,순천효천고등학교,2024-05-28,2024-06-02 15:40,1인수의,용역,에듀테크,20240326~20240623
202405289457166,익산가온초 디지털선도학교 에듀테크 프로그램 구입,익산가온초등학교,2024-05-28,2024-05-29 10:20,1인수의,물품,에듀테크,20240326~20240623
202405289454817,에듀테크 스프트웨어 구입,남양주장승초등학교,2024-05-28,2024-05-31 10:00,1인수의,물품,에듀테크,20240326~20240623
202405279452975,2024 현일중 에듀테크관련 기기구입 긴급견적요청,현일중학교,2024-05-27,2024-05-30 12:00,1인수의,물품,에듀테크,20240326~20240623
202405279452210,에듀테크 프로그램 구입,덕은한강중학교,2024-05-27,2024-05-30 14:00,1인수의,물품,에듀테크,20240326~20240623
202405279451287,서명초등학교 에듀테크 프로그램 견적 요청,서명초등학교,2024-05-28,2024-06-01 18:00,1인수의,용역,에듀테크,20240326~20240623
202405249449571,2024. 에듀테크 활용 수업개선 소셜러닝 이용권 구입 계약,임실초등학교,2024-05-24,2024-05-24 16:30,1인수의,용역,에듀테크,20240326~20240623
202405249448262,창신중학교 디지털선도학교 에듀테크 구입,창신중학교,2024-05-24,2024-05-29 10:30,1인수의,용역,에듀테크,20240326~20240623
202405239445679,2024 디지털선도학교 에듀테크 수업용 교구 구매,영만초등학교,2024-05-23,2024-05-24 18:00,1인수의,물품,에듀테크,20240326~20240623
202405239445520,낙생초 에듀테크 도구 구매 견적요청,낙생초등학교,2024-05-23,2024-05-28 18:00,1인수의,물품,에듀테크,20240326~20240623
202405239444044,2024. 디지털기반 교육혁신 선도학교 자기주도학습 운영에 필요한 에듀테크 구입,칠원중학교,2024-05-23,2024-05-23 17:00,1인수의,물품,에듀테크,20240326~20240623
202405229443822,디지털선도학교 운영을위한 코스웨어 및 에듀테크 구입 견적요청,동원고등학교,2024-05-22,2024-05-24 16:40,1인수의,물품,에듀테크,20240326~20240623
202405229443778,디지털선도학교 운영을위한 코스웨어 및 에듀테크 구입,동원고등학교,2024-05-22,2024-05-24 16:30,1인수의,물품,에듀테크,20240326~20240623
202405229443652,디지털선도학교 운영을위한 코스웨어 및 에듀테크 구입,동원고등학교,2024-05-22,2024-05-24 16:00,1인수의,물품,에듀테크,20240326~20240623
202405229443387,디지털선도학교 운영을위한 코스웨어 및 에듀테크 구입,동원고등학교,2024-05-22,2024-05-24 15:30,1인수의,물품,에듀테크,20240326~20240623
202405229442516,2024 에듀테크 기기 활용 수업을 위한 웹툰실 기자재,포항항도중학교,2024-05-22,2024-05-27 18:00,1인수의,물품,에듀테크,20240326~20240623
202405229440599,디지털선도학교 에듀테크구입 GPT API,새롬고등학교,2024-05-22,2024-05-27 12:00,1인수의,물품,에듀테크,20240326~20240623
202405219436812,2024 인공지능 중학교 사업 정보교과 에듀테크 사용료 지불,한올중학교,2024-05-21,2024-05-23 10:10,1인수의,물품,에듀테크,20240326~20240623
202405209435099,디지털 기반교육혁신 선도학교 운영 AI에듀테크 플랫폼 구입,상평초등학교,2024-05-21,2024-05-22 18:00,1인수의,물품,에듀테크,20240326~20240623
202405209434601,에듀테크기반 스마트교육 라이센스 및 교사 운영 AI 소프트웨어 구입ㅡ투닝,안덕초등학교,2024-05-20,2024-05-23 15:10,1인수의,물품,에듀테크,20240326~20240623
202405209434520,에듀테크기반 스마트교육 라이센스 및 교사 운영 AI 소프트웨어 구입ㅡ미리캔버스 프로,안덕초등학교,2024-05-20,2024-05-23 14:50,1인수의,물품,에듀테크,20240326~20240623
202405209434508,교원역량강화를 위한 에듀테크 구입,재능중학교,2024-05-20,2024-05-21 18:00,1인수의,물품,에듀테크,20240326~20240623
202405209434060,2024년 에듀테크 자치학교 키위티키위런 이용권 구매,전남중학교,2024-05-20,2024-05-21 18:00,1인수의,물품,에듀테크,20240326~20240623
202405209433039,보성초 에듀테크온창의융합정보동아리 AI코스웨어 알공 콘텐츠 이용료 구입,보성초등학교,2024-05-21,2024-05-22 18:10,1인수의,물품,에듀테크,20240326~20240623
202405169426651,수원동신초 에듀테크 프로그램 구매,수원동신초등학교,2024-05-16,2024-05-21 18:00,1인수의,물품,에듀테크,20240326~20240623
202405169425386,에듀테크 활용 프로그램 이용권 구매대행 용역,함열초등학교,2024-05-16,2024-05-16 16:30,1인수의,용역,에듀테크,20240326~20240623
202405169424582,에듀테크 컨텐츠 구입,이리동산초등학교,2024-05-16,2024-05-17 18:00,1인수의,물품,에듀테크,20240326~20240623
202405149424206,디지털 기반 교육혁신 선도학교 에듀테크 기기 대여,노암초등학교,2024-05-14,2024-05-17 10:00,1인수의,용역,에듀테크,20240326~20240623
202405149422885,에듀테크 온 창의융합 학생 동아리 재료 구입,해남공업고등학교,2024-05-14,2024-05-15 23:40,1인수의,물품,에듀테크,20240326~20240623
202405149422388,에듀테크 구입 물품,진천상신초등학교,2024-05-14,2024-05-14 16:20,1인수의,물품,에듀테크,20240326~20240623
202405149421439,새터초등학교 디지털 선도학교 운영 에듀테크 프로그램 구입,새터초등학교,2024-05-14,2024-05-16 18:00,1인수의,물품,에듀테크,20240326~20240623
202405139419977,2024년 에듀테크 활용 수업개선 콘텐츠 라이센스 구입,부안남초등학교,2024-05-13,2024-05-16 18:00,1인수의,물품,에듀테크,20240326~20240623
202405139419711,정읍남초 에듀테크 지원 프로그램 구독 추가분,정읍남초등학교,2024-05-13,2024-05-16 18:00,1인수의,물품,에듀테크,20240326~20240623
202405139419693,2024 에듀테크 기기 활용 수업을 위한 웹툰실 기자재,포항항도중학교,2024-05-13,2024-05-15 18:00,1인수의,물품,에듀테크,20240326~20240623
202405139419515,나주고 에듀테크 온 학생동아리 활동 재료 구입,나주고등학교,2024-05-13,2024-05-17 11:00,1인수의,물품,에듀테크,20240326~20240623
202405139419086,2024학년도 익산가온초 에듀테크 활용수업 앱 등 구입,익산가온초등학교,2024-05-13,2024-05-13 16:00,1인수의,용역,에듀테크,20240326~20240623
202405109413458,디지털 기반 교육혁신 선도학교 에듀테크 구독 ChatGPT,새롬중학교,2024-05-10,2024-05-13 10:40,1인수의,물품,에듀테크,20240326~20240623
202405099411353,구미원당초등학교 에듀테크 활용 수업 기기 구매 견적제출 안내 공고,구미원당초등학교,2024-05-09,2024-05-16 10:00,2인수의,물품,에듀테크,20240326~20240623
202405099410300,에듀테크 활용 구독형 소프트웨어 구입,함열초등학교,2024-05-09,2024-05-10 18:00,1인수의,물품,에듀테크,20240326~20240623
202405089404707,이천양정여중 에듀테크플랫폼 미리캠버스 견적 요청,이천양정여자중학교,2024-05-08,2024-05-10 18:00,1인수의,물품,에듀테크,20240326~20240623
202405079401051,남해 지족초 에듀테크 노션 구입,남해지족초등학교,2024-05-07,2024-05-08 15:00,1인수의,물품,에듀테크,20240326~20240623
202405079401043,남해 지족초 에듀테크 패들렛 구입,남해지족초등학교,2024-05-07,2024-05-08 15:00,1인수의,물품,에듀테크,20240326~20240623
202405039399119,2024학년도 에듀테크 콘텐즈 생성형AI TOOL 구입,덕암정보고등학교,2024-05-03,2024-05-03 16:00,1인수의,물품,에듀테크,20240326~20240623
202405039398754,서현초 에듀테크 프로그램 구입,서현초등학교,2024-05-03,2024-05-07 18:00,1인수의,물품,에듀테크,20240326~20240623
202405039398720,서현초 에듀테크 프로그램 구입,서현초등학교,2024-05-03,2024-05-07 18:00,1인수의,물품,에듀테크,20240326~20240623
202405039397765,2024. 전주중산초 에듀테크 업무효율화 및 수업개선 컨텐츠 구입 관련 지출,전주중산초등학교,2024-05-03,2024-05-03 18:00,1인수의,물품,에듀테크,20240326~20240623
202405029395370,2024. 전주중산초 에듀테크 업무효율화 및 수업개선 컨텐츠 구입 관련 지출,전주중산초등학교,2024-05-02,2024-05-02 18:40,1인수의,물품,에듀테크,20240326~20240623
202405029393598,정읍남초 에듀테크 지원 프로그램 구독,정읍남초등학교,2024-05-02,2024-05-07 18:00,1인수의,물품,에듀테크,20240326~20240623
202404309386958,에듀테크 활용 콘텐츠 구입,순창제일고등학교,2024-04-30,2024-05-02 18:00,1인수의,물품,에듀테크,20240326~20240623
202404309386910,에듀테크 활용 콘텐츠 구입,순창제일고등학교,2024-04-30,2024-05-02 18:00,1인수의,물품,에듀테크,20240326~20240623
202404299385982,2024학년도 인천재능고 에듀테크 프로그램 구입 1인 견적제출 안내공고,재능고등학교,2024-04-29,2024-05-07 10:00,1인수의,물품,에듀테크,20240326~20240623
202404299385726,2024 디지털 선도학교 운영 관련 에듀테크 구독,삼척장원초등학교,2024-04-29,2024-05-04 18:00,1인수의,물품,에듀테크,20240326~20240623
202404299383557,2024학년도 전남중학교 에듀테크 소프트웨어 구입,전남중학교,2024-04-29,2024-04-30 18:00,1인수의,물품,에듀테크,20240326~20240623
202404299383246,디지털 혁신교육 선도학교 에듀테크 프로그램 구독료 견적요청,담양수북중학교,2024-04-29,2024-04-29 15:00,1인수의,물품,에듀테크,20240326~20240623
202404269380434,2024년 에듀테크 활용 콘텐츠 구입,전주용와초등학교,2024-04-26,2024-04-30 18:00,1인수의,물품,에듀테크,20240326~20240623
202404269380207,과학점핑학교 및 에듀테크온 동아리 교무 및 학습재료 구입,월평초등학교,2024-04-26,2024-05-01 18:00,1인수의,물품,에듀테크,20240326~20240623
202404259377824,2024.디지털기반 교육혁신 선도학교 운영을 위한 에듀테크 구입,진해신항초등학교,2024-04-25,2024-04-29 15:10,1인수의,물품,에듀테크,20240326~20240623
202404259376514,2024. 에듀테크온 창의융합 학생 동아리 물품 구입,해룡중학교,2024-04-25,2024-04-26 18:00,1인수의,물품,에듀테크,20240326~20240623
202404259376288,2024년 에듀테크 활용 콘텐츠 구입,전주용와초등학교,2024-04-25,2024-04-25 16:00,1인수의,물품,에듀테크,20240326~20240623
202404259375844,2024. 수업활용 에듀테크 구독 PADLET 외 1종,광양마동중학교,2024-04-30,2024-04-30 18:00,1인수의,물품,에듀테크,20240326~20240623
202404259375555,2024 디지털 선도학교 운영 관련 에듀테크 구독,삼척장원초등학교,2024-04-25,2024-04-30 18:00,1인수의,물품,에듀테크,20240326~20240623
202404249373428,2024년 에듀테크 활용 콘텐츠 구입,전주용와초등학교,2024-04-24,2024-04-24 17:00,1인수의,물품,에듀테크,20240326~20240623
202404249372189,2024 디지털 선도학교 운영 관련 에듀테크 구독,삼척장원초등학교,2024-04-24,2024-04-29 18:00,1인수의,물품,에듀테크,20240326~20240623
202404249372172,2024 디지털 선도학교 운영 관련 에듀테크 구독,삼척장원초등학교,2024-04-24,2024-04-29 18:00,1인수의,물품,에듀테크,20240326~20240623
202404249372171,군산제일중학교 에듀테크 활용 소프트웨어 구입,군산제일중학교,2024-04-24,2024-04-25 11:20,1인수의,물품,에듀테크,20240326~20240623
202404249372157,2024 디지털 선도학교 운영 관련 에듀테크 구독,삼척장원초등학교,2024-04-24,2024-04-29 18:00,1인수의,물품,에듀테크,20240326~20240623
202404249372148,2024 디지털 선도학교 운영 관련 에듀테크 구독,삼척장원초등학교,2024-04-24,2024-04-29 18:00,1인수의,물품,에듀테크,20240326~20240623
202404249371709,2024학년도 에듀테크 프로그램 사용권 계약,예당고등학교,2024-04-24,2024-04-25 18:00,1인수의,물품,에듀테크,20240326~20240623
202404249371313,2024학년도 인천재능고 에듀테크 프로그램 구입 1인 견적제출 안내공고,재능고등학교,2024-04-24,2024-04-29 10:00,1인수의,물품,에듀테크,20240326~20240623
202404239368365,모산초 에듀테크 구독료 견적제출요청,모산초등학교,2024-04-23,2024-04-28 23:50,1인수의,물품,에듀테크,20240326~20240623
202404229364169,2024 고헌중학교 에듀테크 수업 요금제,고헌중학교,2024-04-22,2024-04-27 13:00,1인수의,물품,에듀테크,20240326~20240623
202404229363064,2024 이동중학교 AI코스웨어 및 에듀테크 구입,이동중학교,2024-04-22,2024-04-24 11:30,1인수의,용역,에듀테크,20240326~20240623
202404229362998,2024 이동중학교 AI코스웨어 및 에듀테크 구입,이동중학교,2024-04-22,2024-04-24 11:30,1인수의,물품,에듀테크,20240326~20240623
202404189355014,영어교과 AI 코스웨어 및 에듀테크 구입,효명고등학교,2024-04-18,2024-04-23 12:00,1인수의,물품,에듀테크,20240326~20240623
202404179351897,김해율하고 에듀테크 라이센스 구입,김해율하고등학교,2024-04-17,2024-04-19 12:00,1인수의,물품,에듀테크,20240326~20240623
